sequence_id,active_region,sequence_name,sequence_path,num_images,last_image_path,label_index,label_name,label_status
12105/2014_06_30_12_00_00_3,12105,2014_06_30_12_00_00_3,data\raw\SDOBenchmark_full\training\12105\2014_06_30_12_00_00_3,40,data\raw\SDOBenchmark_full\training\12105\2014_06_30_12_00_00_3\2014-07-02T032159__1700.jpg,1,QUIET,resolved
12381/2015_07_05_20_40_01_0,12381,2015_07_05_20_40_01_0,data\raw\SDOBenchmark_full\training\12381\2015_07_05_20_40_01_0,40,data\raw\SDOBenchmark_full\training\12381\2015_07_05_20_40_01_0\2015-07-05T203001__1700.jpg,0,FLARE,resolved
12248/2014_12_26_15_05_01_0,12248,2014_12_26_15_05_01_0,data\raw\SDOBenchmark_full\training\12248\2014_12_26_15_05_01_0,40,data\raw\SDOBenchmark_full\training\12248\2014_12_26_15_05_01_0\2014-12-26T145501__1700.jpg,1,QUIET,resolved
11509/2012_06_16_12_00_00_2,11509,2012_06_16_12_00_00_2,data\raw\SDOBenchmark_full\training\11509\2012_06_16_12_00_00_2,40,data\raw\SDOBenchmark_full\training\11509\2012_06_16_12_00_00_2\2012-06-17T115000__1700.jpg,1,QUIET,resolved
12457/2015_11_22_17_21_01_0,12457,2015_11_22_17_21_01_0,data\raw\SDOBenchmark_full\training\12457\2015_11_22_17_21_01_0,40,data\raw\SDOBenchmark_full\training\12457\2015_11_22_17_21_01_0\2015-11-22T171101__1700.jpg,1,QUIET,resolved
12592/2016_09_16_12_00_00_0,12592,2016_09_16_12_00_00_0,data\raw\SDOBenchmark_full\training\12592\2016_09_16_12_00_00_0,40,data\raw\SDOBenchmark_full\training\12592\2016_09_16_12_00_00_0\2016-09-16T115000__1700.jpg,1,QUIET,resolved
12002/2014_03_17_06_10_01_0,12002,2014_03_17_06_10_01_0,data\raw\SDOBenchmark_full\training\12002\2014_03_17_06_10_01_0,40,data\raw\SDOBenchmark_full\training\12002\2014_03_17_06_10_01_0\2014-03-17T060001__1700.jpg,1,QUIET,resolved
12615/2016_12_05_19_11_01_1,12615,2016_12_05_19_11_01_1,data\raw\SDOBenchmark_full\training\12615\2016_12_05_19_11_01_1,40,data\raw\SDOBenchmark_full\training\12615\2016_12_05_19_11_01_1\2016-12-06T174514__1700.jpg,1,QUIET,resolved
12665/2017_07_07_15_13_51_0,12665,2017_07_07_15_13_51_0,data\raw\SDOBenchmark_full\training\12665\2017_07_07_15_13_51_0,40,data\raw\SDOBenchmark_full\training\12665\2017_07_07_15_13_51_0\2017-07-07T150351__1700.jpg,1,QUIET,resolved
11443/2012_03_23_12_00_00_10,11443,2012_03_23_12_00_00_10,data\raw\SDOBenchmark_full\training\11443\2012_03_23_12_00_00_10,37,data\raw\SDOBenchmark_full\training\11443\2012_03_23_12_00_00_10\2012-03-30T031528__1700.jpg,1,QUIET,resolved
12259/2015_01_15_18_26_00_0,12259,2015_01_15_18_26_00_0,data\raw\SDOBenchmark_full\training\12259\2015_01_15_18_26_00_0,40,data\raw\SDOBenchmark_full\training\12259\2015_01_15_18_26_00_0\2015-01-15T181600__1700.jpg,1,QUIET,resolved
12082/2014_06_06_14_09_00_1,12082,2014_06_06_14_09_00_1,data\raw\SDOBenchmark_full\training\12082\2014_06_06_14_09_00_1,40,data\raw\SDOBenchmark_full\training\12082\2014_06_06_14_09_00_1\2014-06-07T082400__1700.jpg,1,QUIET,resolved
12384/2015_07_13_05_52_01_0,12384,2015_07_13_05_52_01_0,data\raw\SDOBenchmark_full\training\12384\2015_07_13_05_52_01_0,40,data\raw\SDOBenchmark_full\training\12384\2015_07_13_05_52_01_0\2015-07-13T054201__1700.jpg,1,QUIET,resolved
12356/2015_06_02_12_22_00_0,12356,2015_06_02_12_22_00_0,data\raw\SDOBenchmark_full\training\12356\2015_06_02_12_22_00_0,40,data\raw\SDOBenchmark_full\training\12356\2015_06_02_12_22_00_0\2015-06-02T121200__1700.jpg,1,QUIET,resolved
12396/2015_08_04_21_29_01_0,12396,2015_08_04_21_29_01_0,data\raw\SDOBenchmark_full\training\12396\2015_08_04_21_29_01_0,40,data\raw\SDOBenchmark_full\training\12396\2015_08_04_21_29_01_0\2015-08-04T211901__1700.jpg,1,QUIET,resolved
11596/2012_10_25_04_00_01_0,11596,2012_10_25_04_00_01_0,data\raw\SDOBenchmark_full\training\11596\2012_10_25_04_00_01_0,40,data\raw\SDOBenchmark_full\training\11596\2012_10_25_04_00_01_0\2012-10-25T035001__1700.jpg,1,QUIET,resolved
11505/2012_06_17_06_29_00_3,11505,2012_06_17_06_29_00_3,data\raw\SDOBenchmark_full\training\11505\2012_06_17_06_29_00_3,40,data\raw\SDOBenchmark_full\training\11505\2012_06_17_06_29_00_3\2012-06-18T234959__1700.jpg,1,QUIET,resolved
12537/2016_04_29_20_22_01_0,12537,2016_04_29_20_22_01_0,data\raw\SDOBenchmark_full\training\12537\2016_04_29_20_22_01_0,40,data\raw\SDOBenchmark_full\training\12537\2016_04_29_20_22_01_0\2016-04-29T201201__1700.jpg,1,QUIET,resolved
12640/2017_02_28_05_00_00_0,12640,2017_02_28_05_00_00_0,data\raw\SDOBenchmark_full\training\12640\2017_02_28_05_00_00_0,40,data\raw\SDOBenchmark_full\training\12640\2017_02_28_05_00_00_0\2017-02-28T045000__1700.jpg,1,QUIET,resolved
11773/2013_06_20_11_56_00_0,11773,2013_06_20_11_56_00_0,data\raw\SDOBenchmark_full\training\11773\2013_06_20_11_56_00_0,40,data\raw\SDOBenchmark_full\training\11773\2013_06_20_11_56_00_0\2013-06-20T114600__1700.jpg,1,QUIET,resolved
12671/2017_08_16_06_19_01_0,12671,2017_08_16_06_19_01_0,data\raw\SDOBenchmark_full\training\12671\2017_08_16_06_19_01_0,40,data\raw\SDOBenchmark_full\training\12671\2017_08_16_06_19_01_0\2017-08-16T060901__1700.jpg,1,QUIET,resolved
11649/2013_01_08_14_29_00_2,11649,2013_01_08_14_29_00_2,data\raw\SDOBenchmark_full\training\11649\2013_01_08_14_29_00_2,40,data\raw\SDOBenchmark_full\training\11649\2013_01_08_14_29_00_2\2013-01-09T222345__1700.jpg,1,QUIET,resolved
11423/2012_03_02_15_26_00_4,11423,2012_03_02_15_26_00_4,data\raw\SDOBenchmark_full\training\11423\2012_03_02_15_26_00_4,40,data\raw\SDOBenchmark_full\training\11423\2012_03_02_15_26_00_4\2012-03-05T143454__1700.jpg,1,QUIET,resolved
12436/2015_10_19_17_51_34_0,12436,2015_10_19_17_51_34_0,data\raw\SDOBenchmark_full\training\12436\2015_10_19_17_51_34_0,40,data\raw\SDOBenchmark_full\training\12436\2015_10_19_17_51_34_0\2015-10-19T174134__1700.jpg,1,QUIET,resolved
12532/2016_04_22_21_21_01_0,12532,2016_04_22_21_21_01_0,data\raw\SDOBenchmark_full\training\12532\2016_04_22_21_21_01_0,40,data\raw\SDOBenchmark_full\training\12532\2016_04_22_21_21_01_0\2016-04-22T211101__1700.jpg,1,QUIET,resolved
12301/2015_03_14_12_00_00_4,12301,2015_03_14_12_00_00_4,data\raw\SDOBenchmark_full\training\12301\2015_03_14_12_00_00_4,40,data\raw\SDOBenchmark_full\training\12301\2015_03_14_12_00_00_4\2015-03-17T234959__1700.jpg,1,QUIET,resolved
12134/2014_08_05_02_53_00_2,12134,2014_08_05_02_53_00_2,data\raw\SDOBenchmark_full\training\12134\2014_08_05_02_53_00_2,40,data\raw\SDOBenchmark_full\training\12134\2014_08_05_02_53_00_2\2014-08-06T101146__1700.jpg,1,QUIET,resolved
11491/2012_05_26_12_00_00_0,11491,2012_05_26_12_00_00_0,data\raw\SDOBenchmark_full\training\11491\2012_05_26_12_00_00_0,40,data\raw\SDOBenchmark_full\training\11491\2012_05_26_12_00_00_0\2012-05-26T115000__1700.jpg,1,QUIET,resolved
12227/2014_12_03_12_00_00_1,12227,2014_12_03_12_00_00_1,data\raw\SDOBenchmark_full\training\12227\2014_12_03_12_00_00_1,40,data\raw\SDOBenchmark_full\training\12227\2014_12_03_12_00_00_1\2014-12-04T011206__1700.jpg,1,QUIET,resolved
11899/2013_11_22_10_30_01_1,11899,2013_11_22_10_30_01_1,data\raw\SDOBenchmark_full\training\11899\2013_11_22_10_30_01_1,40,data\raw\SDOBenchmark_full\training\11899\2013_11_22_10_30_01_1\2013-11-23T102000__1700.jpg,1,QUIET,resolved
12470/2015_12_13_14_08_01_1,12470,2015_12_13_14_08_01_1,data\raw\SDOBenchmark_full\training\12470\2015_12_13_14_08_01_1,40,data\raw\SDOBenchmark_full\training\12470\2015_12_13_14_08_01_1\2015-12-14T135800__1700.jpg,1,QUIET,resolved
12242/2014_12_17_16_51_01_0,12242,2014_12_17_16_51_01_0,data\raw\SDOBenchmark_full\training\12242\2014_12_17_16_51_01_0,40,data\raw\SDOBenchmark_full\training\12242\2014_12_17_16_51_01_0\2014-12-17T164101__1700.jpg,1,QUIET,resolved
11505/2012_06_10_12_00_00_0,11505,2012_06_10_12_00_00_0,data\raw\SDOBenchmark_full\training\11505\2012_06_10_12_00_00_0,40,data\raw\SDOBenchmark_full\training\11505\2012_06_10_12_00_00_0\2012-06-10T115000__1700.jpg,1,QUIET,resolved
12290/2015_02_27_13_40_01_0,12290,2015_02_27_13_40_01_0,data\raw\SDOBenchmark_full\training\12290\2015_02_27_13_40_01_0,40,data\raw\SDOBenchmark_full\training\12290\2015_02_27_13_40_01_0\2015-02-27T133001__1700.jpg,1,QUIET,resolved
11460/2012_04_24_12_15_01_0,11460,2012_04_24_12_15_01_0,data\raw\SDOBenchmark_full\training\11460\2012_04_24_12_15_01_0,40,data\raw\SDOBenchmark_full\training\11460\2012_04_24_12_15_01_0\2012-04-24T120501__1700.jpg,1,QUIET,resolved
12196/2014_10_25_12_00_00_8,12196,2014_10_25_12_00_00_8,data\raw\SDOBenchmark_full\training\12196\2014_10_25_12_00_00_8,40,data\raw\SDOBenchmark_full\training\12196\2014_10_25_12_00_00_8\2014-10-31T043359__1700.jpg,1,QUIET,resolved
12671/2017_08_21_11_13_01_0,12671,2017_08_21_11_13_01_0,data\raw\SDOBenchmark_full\training\12671\2017_08_21_11_13_01_0,40,data\raw\SDOBenchmark_full\training\12671\2017_08_21_11_13_01_0\2017-08-21T110301__1700.jpg,1,QUIET,resolved
11919/2013_12_11_12_01_00_0,11919,2013_12_11_12_01_00_0,data\raw\SDOBenchmark_full\training\11919\2013_12_11_12_01_00_0,40,data\raw\SDOBenchmark_full\training\11919\2013_12_11_12_01_00_0\2013-12-11T115100__1700.jpg,1,QUIET,resolved
12465/2015_12_13_17_34_00_1,12465,2015_12_13_17_34_00_1,data\raw\SDOBenchmark_full\training\12465\2015_12_13_17_34_00_1,40,data\raw\SDOBenchmark_full\training\12465\2015_12_13_17_34_00_1\2015-12-14T070443__1700.jpg,1,QUIET,resolved
12518/2016_03_10_12_00_00_0,12518,2016_03_10_12_00_00_0,data\raw\SDOBenchmark_full\training\12518\2016_03_10_12_00_00_0,38,data\raw\SDOBenchmark_full\training\12518\2016_03_10_12_00_00_0\2016-03-10T115000__1700.jpg,1,QUIET,resolved
12157/2014_09_08_12_26_01_1,12157,2014_09_08_12_26_01_1,data\raw\SDOBenchmark_full\training\12157\2014_09_08_12_26_01_1,38,data\raw\SDOBenchmark_full\training\12157\2014_09_08_12_26_01_1\2014-09-09T121600__1700.jpg,1,QUIET,resolved
11799/2013_07_23_23_31_00_0,11799,2013_07_23_23_31_00_0,data\raw\SDOBenchmark_full\training\11799\2013_07_23_23_31_00_0,40,data\raw\SDOBenchmark_full\training\11799\2013_07_23_23_31_00_0\2013-07-23T232100__1700.jpg,1,QUIET,resolved
11696/2013_03_14_10_44_01_1,11696,2013_03_14_10_44_01_1,data\raw\SDOBenchmark_full\training\11696\2013_03_14_10_44_01_1,40,data\raw\SDOBenchmark_full\training\11696\2013_03_14_10_44_01_1\2013-03-15T103400__1700.jpg,1,QUIET,resolved
11516/2012_06_30_16_29_00_3,11516,2012_06_30_16_29_00_3,data\raw\SDOBenchmark_full\training\11516\2012_06_30_16_29_00_3,40,data\raw\SDOBenchmark_full\training\11516\2012_06_30_16_29_00_3\2012-07-05T165659__1700.jpg,1,QUIET,resolved
12202/2014_11_02_21_25_00_0,12202,2014_11_02_21_25_00_0,data\raw\SDOBenchmark_full\training\12202\2014_11_02_21_25_00_0,40,data\raw\SDOBenchmark_full\training\12202\2014_11_02_21_25_00_0\2014-11-02T211500__1700.jpg,1,QUIET,resolved
11879/2013_10_25_13_19_00_1,11879,2013_10_25_13_19_00_1,data\raw\SDOBenchmark_full\training\11879\2013_10_25_13_19_00_1,40,data\raw\SDOBenchmark_full\training\11879\2013_10_25_13_19_00_1\2013-10-26T035535__1700.jpg,1,QUIET,resolved
12488/2016_01_28_12_13_18_1,12488,2016_01_28_12_13_18_1,data\raw\SDOBenchmark_full\training\12488\2016_01_28_12_13_18_1,40,data\raw\SDOBenchmark_full\training\12488\2016_01_28_12_13_18_1\2016-01-29T080800__1700.jpg,1,QUIET,resolved
12339/2015_05_10_21_56_02_0,12339,2015_05_10_21_56_02_0,data\raw\SDOBenchmark_full\training\12339\2015_05_10_21_56_02_0,40,data\raw\SDOBenchmark_full\training\12339\2015_05_10_21_56_02_0\2015-05-10T214602__1700.jpg,1,QUIET,resolved
11445/2012_03_26_01_57_00_11,11445,2012_03_26_01_57_00_11,data\raw\SDOBenchmark_full\training\11445\2012_03_26_01_57_00_11,40,data\raw\SDOBenchmark_full\training\11445\2012_03_26_01_57_00_11\2012-04-01T084233__1700.jpg,1,QUIET,resolved
11949/2014_01_09_12_00_00_4,11949,2014_01_09_12_00_00_4,data\raw\SDOBenchmark_full\training\11949\2014_01_09_12_00_00_4,40,data\raw\SDOBenchmark_full\training\11949\2014_01_09_12_00_00_4\2014-01-16T154907__1700.jpg,1,QUIET,resolved
11666/2013_01_31_22_41_00_0,11666,2013_01_31_22_41_00_0,data\raw\SDOBenchmark_full\training\11666\2013_01_31_22_41_00_0,40,data\raw\SDOBenchmark_full\training\11666\2013_01_31_22_41_00_0\2013-01-31T223100__1700.jpg,1,QUIET,resolved
12039/2014_04_16_12_00_00_1,12039,2014_04_16_12_00_00_1,data\raw\SDOBenchmark_full\training\12039\2014_04_16_12_00_00_1,40,data\raw\SDOBenchmark_full\training\12039\2014_04_16_12_00_00_1\2014-04-17T012533__1700.jpg,1,QUIET,resolved
11455/2012_04_12_12_00_00_0,11455,2012_04_12_12_00_00_0,data\raw\SDOBenchmark_full\training\11455\2012_04_12_12_00_00_0,40,data\raw\SDOBenchmark_full\training\11455\2012_04_12_12_00_00_0\2012-04-12T115000__1700.jpg,1,QUIET,resolved
11415/2012_02_09_12_00_00_0,11415,2012_02_09_12_00_00_0,data\raw\SDOBenchmark_full\training\11415\2012_02_09_12_00_00_0,40,data\raw\SDOBenchmark_full\training\11415\2012_02_09_12_00_00_0\2012-02-09T115000__1700.jpg,1,QUIET,resolved
12441/2015_10_29_12_31_00_4,12441,2015_10_29_12_31_00_4,data\raw\SDOBenchmark_full\training\12441\2015_10_29_12_31_00_4,40,data\raw\SDOBenchmark_full\training\12441\2015_10_29_12_31_00_4\2015-11-02T085234__1700.jpg,1,QUIET,resolved
11558/2012_08_29_03_19_00_1,11558,2012_08_29_03_19_00_1,data\raw\SDOBenchmark_full\training\11558\2012_08_29_03_19_00_1,40,data\raw\SDOBenchmark_full\training\11558\2012_08_29_03_19_00_1\2012-08-29T193900__1700.jpg,1,QUIET,resolved
11719/2013_04_09_16_51_01_0,11719,2013_04_09_16_51_01_0,data\raw\SDOBenchmark_full\training\11719\2013_04_09_16_51_01_0,40,data\raw\SDOBenchmark_full\training\11719\2013_04_09_16_51_01_0\2013-04-09T164101__1700.jpg,1,QUIET,resolved
12055/2014_05_15_13_12_00_0,12055,2014_05_15_13_12_00_0,data\raw\SDOBenchmark_full\training\12055\2014_05_15_13_12_00_0,40,data\raw\SDOBenchmark_full\training\12055\2014_05_15_13_12_00_0\2014-05-15T130200__1700.jpg,1,QUIET,resolved
12360/2015_06_14_01_08_59_0,12360,2015_06_14_01_08_59_0,data\raw\SDOBenchmark_full\training\12360\2015_06_14_01_08_59_0,40,data\raw\SDOBenchmark_full\training\12360\2015_06_14_01_08_59_0\2015-06-14T005859__1700.jpg,1,QUIET,resolved
12384/2015_07_09_12_00_00_0,12384,2015_07_09_12_00_00_0,data\raw\SDOBenchmark_full\training\12384\2015_07_09_12_00_00_0,40,data\raw\SDOBenchmark_full\training\12384\2015_07_09_12_00_00_0\2015-07-09T115000__1700.jpg,1,QUIET,resolved
11428/2012_03_09_21_56_00_0,11428,2012_03_09_21_56_00_0,data\raw\SDOBenchmark_full\training\11428\2012_03_09_21_56_00_0,40,data\raw\SDOBenchmark_full\training\11428\2012_03_09_21_56_00_0\2012-03-09T214600__1700.jpg,1,QUIET,resolved
12526/2016_03_25_23_17_01_0,12526,2016_03_25_23_17_01_0,data\raw\SDOBenchmark_full\training\12526\2016_03_25_23_17_01_0,40,data\raw\SDOBenchmark_full\training\12526\2016_03_25_23_17_01_0\2016-03-25T230701__1700.jpg,1,QUIET,resolved
11861/2013_10_09_07_08_01_0,11861,2013_10_09_07_08_01_0,data\raw\SDOBenchmark_full\training\11861\2013_10_09_07_08_01_0,40,data\raw\SDOBenchmark_full\training\11861\2013_10_09_07_08_01_0\2013-10-09T065801__1700.jpg,1,QUIET,resolved
12338/2015_05_06_04_03_00_1,12338,2015_05_06_04_03_00_1,data\raw\SDOBenchmark_full\training\12338\2015_05_06_04_03_00_1,40,data\raw\SDOBenchmark_full\training\12338\2015_05_06_04_03_00_1\2015-05-07T075000__1700.jpg,1,QUIET,resolved
11600/2012_10_28_10_48_00_0,11600,2012_10_28_10_48_00_0,data\raw\SDOBenchmark_full\training\11600\2012_10_28_10_48_00_0,40,data\raw\SDOBenchmark_full\training\11600\2012_10_28_10_48_00_0\2012-10-28T103800__1700.jpg,1,QUIET,resolved
12153/2014_09_06_14_54_00_0,12153,2014_09_06_14_54_00_0,data\raw\SDOBenchmark_full\training\12153\2014_09_06_14_54_00_0,40,data\raw\SDOBenchmark_full\training\12153\2014_09_06_14_54_00_0\2014-09-06T144400__1700.jpg,1,QUIET,resolved
11761/2013_05_30_12_00_00_1,11761,2013_05_30_12_00_00_1,data\raw\SDOBenchmark_full\training\11761\2013_05_30_12_00_00_1,40,data\raw\SDOBenchmark_full\training\11761\2013_05_30_12_00_00_1\2013-05-31T111400__1700.jpg,1,QUIET,resolved
12375/2015_06_30_12_00_00_2,12375,2015_06_30_12_00_00_2,data\raw\SDOBenchmark_full\training\12375\2015_06_30_12_00_00_2,40,data\raw\SDOBenchmark_full\training\12375\2015_06_30_12_00_00_2\2015-07-02T235256__1700.jpg,1,QUIET,resolved
12166/2014_09_14_20_51_01_1,12166,2014_09_14_20_51_01_1,data\raw\SDOBenchmark_full\training\12166\2014_09_14_20_51_01_1,40,data\raw\SDOBenchmark_full\training\12166\2014_09_14_20_51_01_1\2014-09-15T204100__1700.jpg,1,QUIET,resolved
11490/2012_05_26_06_08_18_0,11490,2012_05_26_06_08_18_0,data\raw\SDOBenchmark_full\training\11490\2012_05_26_06_08_18_0,40,data\raw\SDOBenchmark_full\training\11490\2012_05_26_06_08_18_0\2012-05-26T055818__1700.jpg,1,QUIET,resolved
11921/2013_12_16_01_14_00_1,11921,2013_12_16_01_14_00_1,data\raw\SDOBenchmark_full\training\11921\2013_12_16_01_14_00_1,40,data\raw\SDOBenchmark_full\training\11921\2013_12_16_01_14_00_1\2013-12-16T171800__1700.jpg,1,QUIET,resolved
12102/2014_07_06_18_21_01_0,12102,2014_07_06_18_21_01_0,data\raw\SDOBenchmark_full\training\12102\2014_07_06_18_21_01_0,40,data\raw\SDOBenchmark_full\training\12102\2014_07_06_18_21_01_0\2014-07-06T181101__1700.jpg,1,QUIET,resolved
12181/2014_10_04_12_35_01_0,12181,2014_10_04_12_35_01_0,data\raw\SDOBenchmark_full\training\12181\2014_10_04_12_35_01_0,40,data\raw\SDOBenchmark_full\training\12181\2014_10_04_12_35_01_0\2014-10-04T122501__1700.jpg,1,QUIET,resolved
11468/2012_04_25_12_00_00_5,11468,2012_04_25_12_00_00_5,data\raw\SDOBenchmark_full\training\11468\2012_04_25_12_00_00_5,40,data\raw\SDOBenchmark_full\training\11468\2012_04_25_12_00_00_5\2012-04-29T234959__1700.jpg,1,QUIET,resolved
12447/2015_11_04_12_00_00_0,12447,2015_11_04_12_00_00_0,data\raw\SDOBenchmark_full\training\12447\2015_11_04_12_00_00_0,40,data\raw\SDOBenchmark_full\training\12447\2015_11_04_12_00_00_0\2015-11-04T115000__1700.jpg,1,QUIET,resolved
12403/2015_08_19_12_00_00_0,12403,2015_08_19_12_00_00_0,data\raw\SDOBenchmark_full\training\12403\2015_08_19_12_00_00_0,40,data\raw\SDOBenchmark_full\training\12403\2015_08_19_12_00_00_0\2015-08-19T115000__1700.jpg,1,QUIET,resolved
11639/2012_12_30_19_24_00_1,11639,2012_12_30_19_24_00_1,data\raw\SDOBenchmark_full\training\11639\2012_12_30_19_24_00_1,40,data\raw\SDOBenchmark_full\training\11639\2012_12_30_19_24_00_1\2012-12-31T071958__1700.jpg,1,QUIET,resolved
11721/2013_04_12_10_13_00_2,11721,2013_04_12_10_13_00_2,data\raw\SDOBenchmark_full\training\11721\2013_04_12_10_13_00_2,40,data\raw\SDOBenchmark_full\training\11721\2013_04_12_10_13_00_2\2013-04-13T162227__1700.jpg,1,QUIET,resolved
12605/2016_11_02_03_41_00_0,12605,2016_11_02_03_41_00_0,data\raw\SDOBenchmark_full\training\12605\2016_11_02_03_41_00_0,40,data\raw\SDOBenchmark_full\training\12605\2016_11_02_03_41_00_0\2016-11-02T033100__1700.jpg,1,QUIET,resolved
12384/2015_07_15_05_52_00_4,12384,2015_07_15_05_52_00_4,data\raw\SDOBenchmark_full\training\12384\2015_07_15_05_52_00_4,40,data\raw\SDOBenchmark_full\training\12384\2015_07_15_05_52_00_4\2015-07-17T103000__1700.jpg,1,QUIET,resolved
11430/2012_03_05_19_46_01_0,11430,2012_03_05_19_46_01_0,data\raw\SDOBenchmark_full\training\11430\2012_03_05_19_46_01_0,40,data\raw\SDOBenchmark_full\training\11430\2012_03_05_19_46_01_0\2012-03-05T193601__1700.jpg,1,QUIET,resolved
11746/2013_05_19_18_18_00_3,11746,2013_05_19_18_18_00_3,data\raw\SDOBenchmark_full\training\11746\2013_05_19_18_18_00_3,40,data\raw\SDOBenchmark_full\training\11746\2013_05_19_18_18_00_3\2013-05-21T234959__1700.jpg,1,QUIET,resolved
12348/2015_05_19_11_06_00_9,12348,2015_05_19_11_06_00_9,data\raw\SDOBenchmark_full\training\12348\2015_05_19_11_06_00_9,40,data\raw\SDOBenchmark_full\training\12348\2015_05_19_11_06_00_9\2015-05-24T165312__1700.jpg,1,QUIET,resolved
12251/2014_12_29_06_46_01_1,12251,2014_12_29_06_46_01_1,data\raw\SDOBenchmark_full\training\12251\2014_12_29_06_46_01_1,40,data\raw\SDOBenchmark_full\training\12251\2014_12_29_06_46_01_1\2014-12-30T063600__1700.jpg,1,QUIET,resolved
11433/2012_03_17_23_55_00_2,11433,2012_03_17_23_55_00_2,data\raw\SDOBenchmark_full\training\11433\2012_03_17_23_55_00_2,40,data\raw\SDOBenchmark_full\training\11433\2012_03_17_23_55_00_2\2012-03-19T053054__1700.jpg,1,QUIET,resolved
11800/2013_07_19_23_38_01_0,11800,2013_07_19_23_38_01_0,data\raw\SDOBenchmark_full\training\11800\2013_07_19_23_38_01_0,40,data\raw\SDOBenchmark_full\training\11800\2013_07_19_23_38_01_0\2013-07-19T232801__1700.jpg,1,QUIET,resolved
12373/2015_07_08_18_28_01_0,12373,2015_07_08_18_28_01_0,data\raw\SDOBenchmark_full\training\12373\2015_07_08_18_28_01_0,25,data\raw\SDOBenchmark_full\training\12373\2015_07_08_18_28_01_0\2015-07-08T181801__304.jpg,1,QUIET,resolved
11399/2012_01_15_12_00_00_0,11399,2012_01_15_12_00_00_0,data\raw\SDOBenchmark_full\training\11399\2012_01_15_12_00_00_0,40,data\raw\SDOBenchmark_full\training\11399\2012_01_15_12_00_00_0\2012-01-15T115000__1700.jpg,1,QUIET,resolved
12468/2015_12_19_19_44_01_0,12468,2015_12_19_19_44_01_0,data\raw\SDOBenchmark_full\training\12468\2015_12_19_19_44_01_0,40,data\raw\SDOBenchmark_full\training\12468\2015_12_19_19_44_01_0\2015-12-19T193401__1700.jpg,1,QUIET,resolved
11573/2012_09_20_12_21_01_0,11573,2012_09_20_12_21_01_0,data\raw\SDOBenchmark_full\training\11573\2012_09_20_12_21_01_0,38,data\raw\SDOBenchmark_full\training\11573\2012_09_20_12_21_01_0\2012-09-20T121101__1700.jpg,1,QUIET,resolved
12519/2016_03_15_19_55_01_0,12519,2016_03_15_19_55_01_0,data\raw\SDOBenchmark_full\training\12519\2016_03_15_19_55_01_0,40,data\raw\SDOBenchmark_full\training\12519\2016_03_15_19_55_01_0\2016-03-15T194501__1700.jpg,1,QUIET,resolved
12036/2014_04_19_03_05_01_1,12036,2014_04_19_03_05_01_1,data\raw\SDOBenchmark_full\training\12036\2014_04_19_03_05_01_1,40,data\raw\SDOBenchmark_full\training\12036\2014_04_19_03_05_01_1\2014-04-20T025500__1700.jpg,1,QUIET,resolved
12671/2017_08_20_22_38_01_0,12671,2017_08_20_22_38_01_0,data\raw\SDOBenchmark_full\training\12671\2017_08_20_22_38_01_0,40,data\raw\SDOBenchmark_full\training\12671\2017_08_20_22_38_01_0\2017-08-20T222801__1700.jpg,1,QUIET,resolved
12598/2016_10_05_11_37_01_1,12598,2016_10_05_11_37_01_1,data\raw\SDOBenchmark_full\training\12598\2016_10_05_11_37_01_1,40,data\raw\SDOBenchmark_full\training\12598\2016_10_05_11_37_01_1\2016-10-06T002818__1700.jpg,1,QUIET,resolved
12219/2014_11_25_12_00_00_0,12219,2014_11_25_12_00_00_0,data\raw\SDOBenchmark_full\training\12219\2014_11_25_12_00_00_0,40,data\raw\SDOBenchmark_full\training\12219\2014_11_25_12_00_00_0\2014-11-25T115000__1700.jpg,1,QUIET,resolved
12674/2017_09_05_02_22_00_6,12674,2017_09_05_02_22_00_6,data\raw\SDOBenchmark_full\training\12674\2017_09_05_02_22_00_6,40,data\raw\SDOBenchmark_full\training\12674\2017_09_05_02_22_00_6\2017-09-09T230141__1700.jpg,1,QUIET,resolved
12645/2017_03_28_13_23_15_0,12645,2017_03_28_13_23_15_0,data\raw\SDOBenchmark_full\training\12645\2017_03_28_13_23_15_0,40,data\raw\SDOBenchmark_full\training\12645\2017_03_28_13_23_15_0\2017-03-28T131315__1700.jpg,1,QUIET,resolved
11789/2013_07_10_05_57_00_0,11789,2013_07_10_05_57_00_0,data\raw\SDOBenchmark_full\training\11789\2013_07_10_05_57_00_0,40,data\raw\SDOBenchmark_full\training\11789\2013_07_10_05_57_00_0\2013-07-10T054700__1700.jpg,1,QUIET,resolved
12187/2014_10_23_07_11_00_0,12187,2014_10_23_07_11_00_0,data\raw\SDOBenchmark_full\training\12187\2014_10_23_07_11_00_0,40,data\raw\SDOBenchmark_full\training\12187\2014_10_23_07_11_00_0\2014-10-23T070100__1700.jpg,1,QUIET,resolved
11590/2012_10_17_16_03_00_6,11590,2012_10_17_16_03_00_6,data\raw\SDOBenchmark_full\training\11590\2012_10_17_16_03_00_6,40,data\raw\SDOBenchmark_full\training\11590\2012_10_17_16_03_00_6\2012-10-20T234959__1700.jpg,1,QUIET,resolved
11458/2012_04_16_01_07_59_1,11458,2012_04_16_01_07_59_1,data\raw\SDOBenchmark_full\training\11458\2012_04_16_01_07_59_1,40,data\raw\SDOBenchmark_full\training\11458\2012_04_16_01_07_59_1\2012-04-16T143100__1700.jpg,1,QUIET,resolved
